0,3.3463187488001444E-5
1,3.302626926992039E-5
2,4.826241950989737E-5
3,7.158596252438699E-4
4,4.2734760776892595E-5
5,1.5706512744071763E-4
6,7.966510570957456E-5
7,2.0418734171801116E-5
8,0.023533966744512167
9,9.883758768046715E-5
10,7.486329034857132E-5
11,0.0318745653612778
12,1.2516948433859036E-6
13,1.7054430449678095E-5
14,1.651690449866571E-4
15,8.750064240278337E-5
16,1.4059190428783918E-5
17,3.4159354709535435E-5
18,2.2614744529224545E-5
19,0.025798158236703853
20,4.325860273241821E-5
21,1.8695994578827543E-5
22,3.68194940245504E-7
23,5.033158562209108E-5
24,6.451406631629664E-5
25,1.1516113577946072E-4
26,1.9294559203144476E-4
27,3.353581857422874E-5
28,5.0304625321150415E-5
29,3.2470661560810066E-5
30,4.082393293652332E-5
31,2.5241312263245056E-6
32,7.931901272091997E-5
33,2.215661916714105E-4
34,0.023620654772598303
35,1.1512147807318152E-4
36,2.7798270712864997E-6
37,0.028814826710974753
38,1.6888847163852715E-5
39,1.781773065003203E-4
40,1.6429123289270908E-4
41,9.62100389731246E-6
42,1.8742356275654275E-6
43,3.490881414245728E-5
44,6.215623967560962E-6
45,0.025630987440041126
46,4.353972446014635E-5
47,1.962484766447629E-5
48,4.635864861415566E-6
49,0.043101042062890685
50,6.462308682257094E-5
51,1.1558094612007473E-4
52,3.34657095039682E-5
53,2.729975458726429E-5
54,5.031279410290476E-5
55,9.082445303467322E-5
56,4.521445938740893E-5
57,1.3266625799451948E-5
58,7.867292295762402E-5
59,1.6488871859610456E-5
60,0.023741978149043497
61,9.998122929833271E-5
62,6.520052147975117E-5
63,0.031607717467345066
64,3.009667038423705E-6
65,5.318849145682007E-6
66,1.634086210929363E-4
67,6.5144034694554E-8
68,8.89484897333733E-6
69,6.642111748563296E-6
70,4.679462578719052E-7
71,0.025718683358474954
72,4.3896735568104515E-5
73,1.8742384271834846E-5
74,4.486777848097202E-5
75,4.992719767788383E-5
76,6.51661820998778E-5
77,1.1805285903578722E-4
78,3.338988025909345E-5
79,2.864171334021278E-5
80,5.068297844407033E-5
81,6.953953115882763E-5
82,8.361263550876955E-5
83,0.00609162309207425
84,0.002641814446340476
85,1.9531131168761708E-5
86,0.023825541725407032
87,0.044384970601933686
88,8.34990982099627E-6
89,0.031261978326196954
90,1.857024719155312E-6
91,6.185685518177628E-6
92,1.6279373848768168E-4
93,4.765632533786282E-6
94,1.5822217589570649E-6
95,3.189797636296539E-5
96,1.0833045165156319E-6
97,0.025788037553932948
98,4.431800395552164E-5
99,1.8623309513681843E-5
100,1.3586719412048623E-5
101,0.04263538827985856
102,6.296339715823012E-5
103,1.1674134364757287E-4
104,2.3589199494379915E-4
105,3.37794117776624E-5
106,5.08225127858124E-5
107,8.756274869765503E-5
108,4.067173054534181E-5
109,1.1733030589443389E-5
110,7.120189476808955E-5
111,1.8937448316144044E-5
112,0.02427236593187817
113,1.0052052709364224E-4
114,2.9337383410205627E-5
115,0.030966841020094997
116,1.0200545212927338E-10
117,5.528594782448251E-6
118,1.6178853924255285E-4
119,6.271994271250368E-8
120,1.3330113513698955E-5
121,4.356114966574776E-6
122,2.5393876603979285E-7
123,0.025876684341987675
124,3.0180782002449736E-5
125,1.849845428573597E-5
126,2.444962697301704E-6
127,4.8506475027162916E-5
128,6.353886989269733E-5
129,1.1910862381031475E-4
